"","corp","year","senti","FORESTS_LABEL","FORESTS_PROB","SVM_LABEL","SVM_PROB","GLMNET_LABEL","GLMNET_PROB","MAXENTROPY_LABEL","MAXENTROPY_PROB","LOGITBOOST_LABEL","LOGITBOOST_PROB","txt"
"102","000043","2011",NA,"0",0.87,"0",0.765975312156371,"0",0.989623329395899,"0",1,"0",0.999954602131298,NA
"103","000043","2012",NA,"0",0.825,"0",0.754779508212047,"1",0.99812700681781,"0",0.999999999999994,"0",0.999664649869534,NA
"104","000043","2013",NA,"0",0.775,"0",0.746232458245848,"1",0.959036682917376,"0",0.999999999995085,"1",0.999999887464838,NA
"105","000045","2011",NA,"0",0.77,"1",0.530128050757393,"0",0.978041843095715,"0",0.803729590001062,"1",0.999999887464838,NA
"106","000045","2012",NA,"0",0.815,"0",0.621282833823877,"0",0.93492802900669,"1",0.980371296503178,"1",0.999999887464838,NA
"107","000045","2013",NA,"0",0.665,"0",0.516129111624448,"0",0.967213660618406,"0",0.996775292740465,"0",0.999999887464838,NA
"108","000046","2011",NA,"0",0.88,"0",0.848028785757364,"0",0.980257660099895,"0",1,"0",0.999999999999309,NA
"109","000046","2013",NA,"0",0.815,"0",0.758915899906182,"1",0.862317423178665,"0",1,"0",0.997527376843365,NA
"110","000048","2011",NA,"0",0.8,"0",0.647232460422013,"0",0.979794886934226,"0",0.99999997474582,"0",0.999664649869534,NA
"111","000048","2012",NA,"0",0.85,"0",0.735501521434478,"0",0.974189996350824,"0",0.983826496292876,"0",0.999664649869534,NA
"112","000048","2013",NA,"0",0.84,"0",0.730494802562515,"0",0.863674509942067,"0",0.999716690333784,"0",0.999954602131298,NA
"113","000049","2011",NA,"0",0.825,"0",0.570037722116992,"0",0.969108479463396,"0",0.998274660507228,"0",0.999993855825398,NA
"114","000049","2012",NA,"0",0.81,"0",0.62855828703386,"0",0.939669222043628,"0",0.966463692533088,"0",0.982013790037908,NA
"115","000049","2013",NA,"0",0.865,"0",0.676844192364297,"0",0.985011514345532,"1",0.743351591984471,"0",0.5,NA
"116","000050","2011",NA,"0",0.825,"0",0.524315023823018,"0",0.692758108911717,"1",0.987103712134887,"1",0.999999168471972,NA
"117","000050","2013",NA,"0",0.7,"1",0.530281036248869,"1",0.652264536449499,"1",0.981248015031215,"1",0.999954602131298,NA
"118","000051","2012",NA,"0",0.94,"0",0.891928300298746,"0",0.989623329395899,"0",0.999054589207861,"0",0.999999999999309,NA
"119","000055","2011",NA,"0",0.85,"0",0.714634311502275,"0",0.772868732107683,"0",0.999999999404345,"0",0.982013790037908,NA
"120","000055","2012",NA,"0",0.8,"0",0.692948615387109,"1",0.78274086575957,"0",0.98224992999459,"1",0.999993855825398,NA
"121","000055","2013",NA,"0",0.79,"0",0.586948837181989,"0",0.861202555587285,"0",0.999999984031717,"1",0.999999999721053,NA
"122","000056","2011",NA,"0",0.855,"0",0.816374045082318,"0",0.957685087577024,"0",0.999999999959882,"0",0.999999999994891,NA
"123","000056","2012",NA,"0",0.935,"0",0.826108862525008,"0",0.989623329395899,"0",0.99999999949367,"0",0.880797077977882,NA
"124","000056","2013",NA,"0",0.89,"0",0.733645414270252,"0",0.987156023762452,"0",0.999999999994187,"0",0.982013790037908,NA
"125","000058","2011",NA,"0",0.78,"0",0.526121810840148,"0",0.98023191185362,"0",0.981172264835625,"0",0.999999999962249,NA
"126","000058","2012",NA,"0",0.965,"0",0.840845362079793,"0",0.987348333034102,"0",0.999999999925463,"0",0.999999168471972,NA
"127","000058","2013",NA,"0",0.93,"0",0.83916845796389,"0",0.989070623409012,"0",0.999631450611925,"0",0.999999887464838,NA
"128","000059","2011",NA,"0",0.77,"1",0.543334880773815,"0",0.875168459020412,"0",0.99999235962378,"1",0.999664649869534,NA
"129","000059","2012",NA,"0",0.735,"1",0.508008858702569,"0",0.934860617587091,"0",0.999627288652217,"1",0.999999887464838,NA
"130","000059","2013",NA,"0",0.79,"0",0.625636513140524,"1",0.584929270377337,"1",0.993961737524424,"1",0.999999887464838,NA
"131","000060","2011",NA,"0",0.89,"0",0.770752255208143,"0",0.987701478487694,"0",0.999874053350809,"0",0.999999999999309,NA
"132","000060","2012",NA,"0",0.935,"0",0.827026333399006,"0",0.989329292715921,"0",0.999998267148817,"0",0.999999997938846,NA
"133","000060","2013",NA,"0",0.865,"0",0.828996082064474,"0",0.989623329395899,"0",0.994387848505323,"0",0.999999997938846,NA
"134","000061","2011",NA,"0",0.85,"0",0.831085360152223,"0",0.925014741966825,"0",1,"0",0.999999999999309,NA
"135","000061","2012",NA,"0",0.885,"0",0.835916575443219,"0",0.963789153912418,"1",0.58664902163405,"0",0.982013790037908,NA
"136","000061","2013",NA,"0",0.935,"0",0.858675725677155,"0",0.742969977223653,"0",0.994048386050525,"0",0.999999999999906,NA
"137","000062","2011",NA,"0",0.75,"1",0.658275471370597,"0",0.750427460634489,"0",0.971157873463485,"1",0.999999887464838,NA
"138","000062","2012",NA,"0",0.755,"1",0.64702898412443,"1",0.999565323503296,"1",0.999953387187132,"0",0.5,NA
"139","000062","2013",NA,"0",0.725,"1",0.672441969138266,"1",0.955693900287334,"1",0.999990351476716,"1",0.999664649869534,NA
"140","000063","2011",NA,"0",0.925,"0",0.831943541231853,"0",0.985011514345532,"0",0.999999876860921,"0",0.999999887464838,NA
"141","000063","2012",NA,"0",0.95,"0",0.845109890546647,"0",0.985011514345532,"0",0.999998424175898,"0",0.999993855825398,NA
"142","000063","2013",NA,"0",0.865,"0",0.817970688392069,"0",0.524122497062189,"0",0.999999999937254,"0",0.880797077977882,NA
"143","000065","2012",NA,"0",0.88,"0",0.852520181682123,"0",0.989162175868194,"0",0.99999999999258,"0",0.999664649869534,NA
"144","000065","2013",NA,"0",0.93,"0",0.849523644091867,"0",0.947056278076264,"0",0.999999104520924,"0",0.999999168471972,NA
"145","000066","2011",NA,"0",0.875,"0",0.784590309528514,"0",0.989623329395899,"0",0.999999116254546,"0",0.999999984770021,NA
"146","000066","2012",NA,"0",0.865,"0",0.786605805393968,"0",0.979603802459396,"0",0.986265622899758,"0",0.999999984770021,NA
"147","000066","2013",NA,"0",0.89,"0",0.850650286063273,"0",0.988585190188397,"0",0.999999999799811,"0",0.999999999999309,NA
"148","000069","2011",NA,"0",0.87,"0",0.585549713440838,"0",0.989623329395899,"0",0.99856758355637,"0",0.999954602131298,NA
"149","000069","2012",NA,"0",0.89,"0",0.82334173590364,"0",0.987348333034102,"0",0.999943626207992,"0",0.999999168471972,NA
"150","000069","2013",NA,"0",0.87,"0",0.816031766286113,"0",0.989623329395899,"0",0.999999999976105,"0",0.999999997938846,NA
"151","000070","2011",NA,"0",0.865,"0",0.646595221159214,"0",0.983381250699397,"0",0.816855667688474,"0",0.880797077977882,NA
"152","000070","2012",NA,"0",0.89,"0",0.686583893711962,"0",0.982258295974459,"0",0.95226651642905,"1",0.999993855825398,NA
"153","000070","2013",NA,"0",0.805,"0",0.5,"0",0.977202480088129,"1",0.996281040674077,"0",0.5,NA
"154","000078","2011",NA,"0",0.63,"1",0.624853382350955,"0",0.645020471459827,"1",0.9999665583691,"1",0.999999168471972,NA
"155","000078","2012",NA,"0",0.735,"0",0.618304285872652,"1",0.692270277960105,"1",0.924346306851331,"0",0.880797077977882,NA
"156","000088","2011",NA,"0",0.95,"0",0.866641662219518,"0",0.989623329395899,"0",0.999999985453506,"0",0.999999999999906,NA
"157","000088","2012",NA,"0",0.9,"0",0.850211313114757,"0",0.989623329395899,"0",0.999999963702498,"0",0.999999999994891,NA
"158","000088","2013",NA,"0",0.92,"0",0.815683840922369,"0",0.936219239301161,"0",0.999999999999239,"0",0.999999999962249,NA
"159","000089","2011",NA,"0",0.89,"0",0.732269696974719,"0",0.97823677833838,"0",0.999999554210634,"0",0.999999168471972,NA
"160","000089","2012",NA,"0",0.905,"0",0.718996376367022,"0",0.96487322440595,"0",0.999981463253345,"0",0.999664649869534,NA
"161","000089","2013",NA,"0",0.765,"0",0.647404826013615,"0",0.986787425386691,"0",1,"0",0.999999984770021,NA
"162","000090","2011",NA,"0",0.835,"0",0.796129398228083,"0",0.74216948230304,"0",0.999999999998548,"0",0.999999999721053,NA
"163","000090","2012",NA,"0",0.85,"0",0.837590270913213,"0",0.989623329395899,"0",0.999999683164097,"0",0.999999887464838,NA
"164","000090","2013",NA,"0",0.81,"0",0.657775358832717,"0",0.985011514345532,"0",0.999999829417608,"0",0.5,NA
"165","000096","2011",NA,"0",0.945,"0",0.83841167118284,"0",0.989623329395899,"0",0.985849046170142,"0",0.999999999999309,NA
"166","000096","2012",NA,"0",0.97,"0",0.851571607789574,"0",0.989623329395899,"0",0.953285817367692,"0",0.999999999999309,NA
"167","000096","2013",NA,"0",0.93,"0",0.79828958116738,"0",0.989162175868194,"1",0.925290818180954,"0",0.999999999994891,NA
"168","000099","2011",NA,"0",0.78,"0",0.641015421626816,"0",0.949449326838108,"0",0.999999999954785,"0",0.999999887464838,NA
"169","000099","2012",NA,"0",0.81,"0",0.703003285472538,"0",0.713151487209186,"0",0.999999955130268,"0",0.5,NA
"170","000099","2013",NA,"0",0.79,"0",0.736129332661567,"0",0.931630702014159,"0",0.999999333269099,"0",0.999664649869534,NA
"171","000100","2011",NA,"0",0.74,"1",0.556729279759982,"0",0.921105378106342,"0",0.999999902759409,"1",0.997527376843365,NA
"172","000100","2012",NA,"0",0.755,"1",0.643704248544393,"0",0.884905098974937,"0",0.999999926303356,"1",0.999999999962249,NA
"173","000100","2013",NA,"0",0.725,"1",0.508775454873981,"0",0.88381020601363,"0",0.999999999975212,"1",0.880797077977882,NA
"174","000150","2011",NA,"0",0.94,"0",0.800185680815558,"0",0.985428924708129,"0",0.999999999893676,"0",0.999999168471972,NA
"175","000150","2012",NA,"0",0.925,"0",0.820359913373516,"0",0.985428924708129,"0",0.999999999675434,"0",0.999999997938846,NA
"176","000150","2013",NA,"0",0.93,"0",0.848871837959601,"0",0.987701478487694,"0",0.999999999435157,"0",0.999999984770021,NA
"177","000151","2011",NA,"0",0.945,"0",0.811962326919324,"0",0.989623329395899,"1",0.519887654069136,"0",0.999999984770021,NA
"178","000151","2012",NA,"0",0.94,"0",0.864114446010156,"0",0.989623329395899,"0",0.999997557266675,"0",0.999999999999906,NA
"179","000151","2013",NA,"0",0.88,"0",0.82454010724437,"0",0.956457048052665,"0",0.999999120198003,"0",0.999993855825398,NA
"180","000153","2011",NA,"0",0.75,"0",0.53236701354402,"0",0.760333903582728,"1",0.990680080125011,"0",0.999664649869534,NA
"181","000153","2012",NA,"0",0.805,"0",0.79941389874411,"0",0.653947717917978,"1",0.922750926571862,"0",0.999954602131298,NA
"182","000153","2013",NA,"0",0.86,"0",0.837921528165534,"0",0.989162175868194,"1",0.999167924831008,"0",0.982013790037908,NA
"183","000155","2013",NA,"0",0.645,"0",0.626098996501242,"1",0.984889197747566,"0",0.999977218684338,"1",0.999664649869534,NA
"184","000156","2011",NA,"0",0.95,"0",0.896801462307627,"0",0.985011514345532,"0",0.999999999999085,"0",0.999999168471972,NA
"185","000156","2012",NA,"0",0.82,"0",0.770952676450698,"0",0.983689785051115,"0",0.999999999554578,"0",0.999999887464838,NA
"186","000156","2013",NA,"0",0.885,"0",0.835804316758997,"0",0.987348333034102,"0",0.999999998406824,"0",0.982013790037908,NA
"187","000157","2011",NA,"0",0.91,"0",0.82039633614905,"0",0.971509276647786,"0",0.999999997992133,"0",0.999999999999906,NA
"188","000157","2013",NA,"0",0.86,"0",0.81349109784598,"0",0.984217080954889,"0",0.999999999480321,"0",0.999999984770021,NA
"189","000158","2011",NA,"0",0.795,"0",0.680504977823491,"0",0.989623329395899,"0",0.999996416307192,"0",0.880797077977882,NA
"190","000158","2012",NA,"0",0.895,"0",0.845794677975108,"0",0.984355240936996,"0",0.999897916122335,"0",0.999999999721053,NA
"191","000158","2013",NA,"0",0.855,"0",0.813559821735646,"0",0.989162175868194,"1",0.933572225135665,"0",0.999999999962249,NA
"192","000159","2011",NA,"0",0.905,"0",0.834918417002857,"0",0.989623329395899,"0",0.999508832741073,"0",0.999999984770021,NA
"193","000159","2012",NA,"0",0.84,"0",0.703942644335498,"0",0.64790762961492,"0",0.999534293744767,"1",0.997527376843365,NA
"194","000159","2013",NA,"0",0.905,"0",0.84500967344645,"0",0.764927799989369,"0",0.9998651413954,"0",0.999664649869534,NA
"195","000301","2011",NA,"0",0.88,"0",0.69418321861633,"0",0.964832241281798,"0",0.999999895232807,"0",0.999999997938846,NA
"196","000301","2012",NA,"0",0.895,"0",0.693679792969003,"0",0.92423283287979,"0",0.999954496400292,"0",0.999999984770021,NA
"197","000301","2013",NA,"0",0.905,"0",0.814062273519122,"0",0.953391675594119,"0",0.999998421666946,"0",0.999999999999309,NA
"198","000338","2011",NA,"0",0.73,"0",0.514950802073564,"0",0.981744069079549,"0",0.999999989862119,"0",0.999993855825398,NA
"199","000338","2012",NA,"0",0.855,"0",0.571799805639215,"0",0.926399896358186,"0",0.999912663484424,"0",0.999999999994891,NA
"200","000338","2013",NA,"0",0.77,"0",0.591611765085013,"0",0.947107890306246,"0",0.646812705973312,"0",0.999993855825398,NA
"201","000400","2011",NA,"0",0.78,"0",0.625585904258494,"0",0.987348333034102,"0",0.999184603905085,"0",0.997527376843365,NA
"202","000400","2012",NA,"0",0.855,"0",0.817847172387974,"0",0.987436109715181,"0",0.851471795124412,"0",0.999999999999309,NA
"203","000400","2013",NA,"0",0.84,"0",0.797530985189896,"0",0.962943541069021,"1",0.762688438136455,"0",0.880797077977882,NA
"204","000401","2011",NA,"0",0.87,"0",0.70699433175869,"0",0.987348333034102,"0",0.999999976675122,"0",0.999999999721053,NA
"205","000401","2012",NA,"0",0.9,"0",0.881925452103912,"0",0.986787425386691,"1",0.791684204602766,"0",0.999999984770021,NA
"206","000401","2013",NA,"0",0.87,"0",0.858026558502513,"0",0.983900795902867,"1",0.543787745487478,"0",0.999999999721053,NA
"207","000402","2011",NA,"0",0.895,"0",0.828918537218308,"0",0.984595325322921,"0",0.999999971199034,"0",0.997527376843365,NA
"208","000402","2012",NA,"0",0.905,"0",0.868974398854543,"0",0.989329292715921,"0",0.999999999907414,"0",0.999999999721053,NA
"209","000402","2013",NA,"0",0.92,"0",0.8916744321905,"0",0.98662305082751,"0",1,"0",1,NA
"210","000403","2012",NA,"0",0.72,"1",0.664305471568885,"0",0.668678694674007,"0",0.999999999674934,"0",0.999664649869534,NA
